"id" "reference_number" "species_number" "record" "passive_methods" "complementary_methods" "month_start" "year_start" "month_finish" "year_finish" "effort_months" "country" "state" "state_abbreviation" "municipality" "latitude" "longitude" "coordinate_precision" "altitude" "temperature" "precipitation"
"441" "amp1441" 1180 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.39777778 -48.33027778 "gms" 660 19.49 1221
"442" "amp1442" 1180 5 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.40027778 -48.32555556 "gms" 654 19.54 1218
"443" "amp1443" 1180 5 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42055556 -48.33555556 "gms" 664 19.51 1216
"444" "amp1444" 1180 6 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42805556 -48.33027778 "gms" 626 19.72 1207
"445" "amp1445" 1180 9 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.415 -48.36805556 "gms" 762 19.02 1232
"446" "amp1446" 1180 2 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.39805556 -48.37694444 "gms" 705 19.35 1225
"447" "amp1447" 1180 2 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.39611111 -48.36666667 "gms" 688 19.44 1219
"448" "amp1448" 1180 1 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.39305556 -48.36305556 "gms" 673 19.48 1215
"449" "amp1449" 1180 6 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.41333333 -48.35888889 "gms" 749 19.09 1228
"450" "amp1450" 1180 10 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42194444 -48.335 "gms" 664 19.51 1216
"451" "amp1451" 1180 6 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.43444444 -48.33222222 "gms" 615 19.78 1205
"452" "amp1452" 1180 10 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.43444444 -48.33166667 "gms" 615 19.78 1205
"453" "amp1453" 1180 4 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.41138889 -48.325 "gms" 638 19.65 1210
"454" "amp1454" 1180 3 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.41972222 -48.32472222 "gms" 616 19.75 1211
"455" "amp1455" 1180 3 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42027778 -48.32111111 "gms" 616 19.75 1211
"456" "amp1456" 1180 10 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42111111 -48.31972222 "gms" 616 19.75 1211
"457" "amp1457" 1180 16 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42583333 -48.3525 "gms" 687 19.41 1219
"458" "amp1458" 1180 14 "co" NA "ae" 3 2007 3 2009 24 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.42777778 -48.35722222 "gms" 687 19.41 1219
"459" "amp1459" 1181 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.83638889 -49.23222222 "gms" 633 20.37 1244
"460" "amp1460" 1181 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.83694444 -49.23444444 "gms" 618 20.46 1243
"461" "amp1461" 1181 3 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.83444444 -49.2375 "gms" 618 20.46 1243
"462" "amp1462" 1181 1 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.83111111 -49.22888889 "gms" 645 20.3 1239
"463" "amp1463" 1181 3 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.82527778 -49.23916667 "gms" 633 20.37 1241
"464" "amp1464" 1181 3 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.81166667 -49.19916667 "gms" 644 20.26 1234
"465" "amp1465" 1181 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.81388889 -49.23444444 "gms" 631 20.37 1240
"466" "amp1466" 1181 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.81416667 -49.20833333 "gms" 631 20.33 1235
"467" "amp1467" 1181 3 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.80361111 -49.19166667 "gms" 639 20.28 1234
"468" "amp1468" 1181 4 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.805 -49.18722222 "gms" 633 20.33 1229
"469" "amp1469" 1181 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.80638889 -49.18305556 "gms" 612 20.45 1226
"470" "amp1470" 1181 6 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.785 -49.24138889 "gms" 638 20.35 1248
"471" "amp1471" 1181 6 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.78694444 -49.23444444 "gms" 638 20.35 1248
"472" "amp1472" 1181 7 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.79 -49.24361111 "gms" 634 20.39 1249
"473" "amp1473" 1181 5 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.79166667 -49.23444444 "gms" 630 20.38 1242
"474" "amp1474" 1181 6 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.78694444 -49.24972222 "gms" 634 20.39 1249
"475" "amp1475" 1181 6 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.78222222 -49.24888889 "gms" 633 20.41 1246
"476" "amp1476" 1181 9 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.8275 -49.23611111 "gms" 633 20.37 1241
"477" "amp1477" 1181 10 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.825 -49.2475 "gms" 611 20.47 1247
"478" "amp1478" 1181 7 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.82138889 -49.24805556 "gms" 611 20.49 1244
"479" "amp1479" 1181 3 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.81583333 -49.24083333 "gms" 631 20.37 1240
"480" "amp1480" 1181 9 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.81527778 -49.24055556 "gms" 631 20.37 1240
"481" "amp1481" 1181 15 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.81361111 -49.23611111 "gms" 631 20.37 1240
"482" "amp1482" 1181 7 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.80694444 -49.21083333 "gms" 645 20.25 1237
"483" "amp1483" 1181 8 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.8075 -49.21055556 "gms" 645 20.25 1237
"484" "amp1484" 1181 11 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.80194444 -49.19694444 "gms" 639 20.28 1234
"485" "amp1485" 1181 16 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.80611111 -49.18222222 "gms" 612 20.45 1226
"486" "amp1486" 1181 2 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.79527778 -49.22277778 "gms" 659 20.18 1236
"487" "amp1487" 1181 2 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.795 -49.23444444 "gms" 630 20.38 1242
"488" "amp1488" 1181 13 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.78861111 -49.24305556 "gms" 634 20.39 1249
"489" "amp1489" 1181 6 "co" NA "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Águas de Santa Bárbara" -22.79027778 -49.25583333 "gms" 626 20.44 1253
"490" "amp1490" 1182 6 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.22944444 -49.08111111 "gms" 566 21.38 1135
"491" "amp1491" 1182 8 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23555556 -49.08555556 "gms" 512 21.64 1136
"492" "amp1492" 1182 8 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.2375 -49.08138889 "gms" 527 21.58 1133
"493" "amp1493" 1182 7 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23277778 -49.08416667 "gms" 549 21.46 1138
"494" "amp1494" 1182 7 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23833333 -49.07916667 "gms" 527 21.58 1133
"495" "amp1495" 1182 7 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23222222 -49.08444444 "gms" 549 21.46 1138
"496" "amp1496" 1182 7 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23527778 -49.09166667 "gms" 508 21.65 1139
"497" "amp1497" 1182 7 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23805556 -49.09083333 "gms" 512 21.64 1136
"498" "amp1498" 1182 6 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.22972222 -49.09805556 "gms" 531 21.53 1141
"499" "amp1499" 1182 6 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.22972222 -49.08944444 "gms" 549 21.46 1138
"500" "amp1500" 1182 7 "co" "pt" "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23083333 -49.09444444 "gms" 531 21.53 1141
"501" "amp1501" 1182 16 "co" NA "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23638889 -49.08666667 "gms" 512 21.64 1136
"502" "amp1502" 1182 2 "co" NA "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23305556 -49.08555556 "gms" 549 21.46 1138
"503" "amp1503" 1182 13 "co" NA "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23861111 -49.08361111 "gms" 512 21.64 1136
"504" "amp1504" 1182 7 "co" NA "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23777778 -49.08666667 "gms" 512 21.64 1136
"505" "amp1505" 1182 16 "co" NA "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.23888889 -49.09166667 "gms" 508 21.65 1139
"506" "amp1506" 1182 4 "co" NA "ae" 10 2007 3 2008 5 "Brazil" "São Paulo" "BR-SP" "Botucatu" -22.2375 -49.09194444 "gms" 508 21.65 1139
"507" "amp1507" 1183 10 "ab" "pt" "ae" 12 2011 12 2012 12 "Brazil" "São Paulo" "BR-SP" "Pedreira" -22.76416667 -46.87916667 "gms" 672 19.8 1285
"508" "amp1508" 1183 6 "ab" "pt" "ae" 12 2011 12 2012 12 "Brazil" "São Paulo" "BR-SP" "Cosmópolis" -22.6625 -47.275 "gms" 540 20.63 1251
"509" "amp1509" 1183 13 "ab" "pt" "ae" 12 2011 12 2012 12 "Brazil" "São Paulo" "BR-SP" "Jaguariúna" -22.72944444 -47.08611111 "gms" 572 20.49 1273
"510" "amp1510" 1184 5 "ab" NA NA 4 2011 2 2012 10 "Brazil" "São Paulo" "BR-SP" "Capão Bonito" -23.92111111 -48.34861111 "gms" 712 18.52 1227
"511" "amp1511" 1185 13 "ab" "pt" NA 11 2004 3 2005 4 "Brazil" "São Paulo" "BR-SP" "São Luis do Paraitinga" -23.21805556 -45.27583333 "gm" 885 17.8 1494
"512" "amp1512" 1186 19 "co" NA NA 12 2014 2 2016 14 "Brazil" "São Paulo" "BR-SP" "Santa Rita do Passa Quatro" -21.71916667 -47.64555556 "gms" 560 21.67 1382
"513" "amp1513" 1186 5 "co" NA NA 12 2014 2 2016 14 "Brazil" "São Paulo" "BR-SP" "Santa Rita do Passa Quatro" -21.73111111 -47.58416667 "gms" 553 21.77 1375
"514" "amp1514" 1186 2 "co" NA NA 12 2014 2 2016 14 "Brazil" "São Paulo" "BR-SP" "Santa Rita do Passa Quatro" -21.64972222 -47.63972222 "gms" 623 21.31 1395
"515" "amp1515" 1186 4 "co" NA NA 12 2014 2 2016 14 "Brazil" "São Paulo" "BR-SP" "Santa Rita do Passa Quatro" -21.72055556 -47.59583333 "gms" 604 21.5 1391
"516" "amp1516" 1186 3 "co" NA NA 12 2014 2 2016 14 "Brazil" "São Paulo" "BR-SP" "Santa Rita do Passa Quatro" -21.60972222 -47.62277778 "gms" 737 20.74 1433
"517" "amp1517" 1186 1 "co" NA NA 12 2014 2 2016 14 "Brazil" "São Paulo" "BR-SP" "Santa Rita do Passa Quatro" -21.72472222 -47.595 "gms" 604 21.5 1391
"518" "amp1518" 1187 26 "co" NA NA 1 1996 4 1998 27 "Brazil" "São Paulo" "BR-SP" "Guararapes" -21.26666667 -50.61666667 "gm" 416 22.07 1188
"519" "amp1519" 1188 47 "co" NA NA 4 1990 3 1991 11 "Brazil" "São Paulo" "BR-SP" "Ribeirão Grande" -24.26527778 -48.40694444 "gm" 900 17.25 1424
"520" "amp1520" 1189 28 "co" NA NA 9 1993 9 1994 12 "Brazil" "São Paulo" "BR-SP" "Salesópolis" -23.63333333 -45.86666667 "gm" 970 16.66 2016
"521" "amp1521" 1190 12 "co" NA NA 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.19333333 -47.92861111 "gms" 99 22 1460
"522" "amp1522" 1190 11 "co" NA NA 11 2006 10 2007 11 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.20361111 -47.93222222 "gms" 89 22.09 1464
"523" "amp1523" 1190 8 "co" NA NA 11 2006 10 2007 11 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.20222222 -47.94166667 "gms" 53 22.3 1458
"524" "amp1524" 1190 9 "co" NA NA 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.20583333 -47.95444444 "gms" 114 21.94 1454
"525" "amp1525" 1190 9 "co" NA NA 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.19361111 -47.91972222 "gms" 138 21.78 1466
"526" "amp1526" 1190 5 "co" NA NA 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.19305556 -47.91972222 "gms" 138 21.78 1466
"527" "amp1527" 1190 4 "co" NA NA 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.19416667 -47.93194444 "gms" 99 22 1460
"528" "amp1528" 1190 9 "co" NA NA 10 2005 9 2006 11 "Brazil" "São Paulo" "BR-SP" "Sete Barras" -24.16666667 -47.91972222 "gm" 543 19.22 1507
"529" "amp1529" 1191 28 "co" "pt" "ae" 9 1998 3 2002 42 "Brazil" "São Paulo" "BR-SP" "Itirapina" -22.22555556 -47.90388889 "gm" 723 19.91 1347
"530" "amp1530" 1192 20 "co" "pt" NA 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Bauru" -22.2375 -49.0925 "gms" 508 21.65 1139
"531" "amp1531" 1192 20 "co" "pt" NA 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Garça" -22.25916667 -49.63361111 "gms" 667 20.05 1285
"532" "amp1532" 1192 21 "co" "pt" NA 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Lupércio" -22.3775 -49.79777778 "gms" 647 20.07 1278
"533" "amp1533" 1192 12 "co" "pt" NA 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Arealva" -22.18777778 -48.96972222 "gms" 533 21.42 1117
"534" "amp1534" 1192 18 "co" "pt" NA 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Avaí" -22.23888889 -49.27944444 "gms" 523 21.32 1177
"535" "amp1535" 1192 15 "co" "pt" NA 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Paulistânia" -22.51833333 -49.22277778 "gms" 559 20.99 1209
"536" "amp1536" 1193 14 "co" NA "ae" 3 2006 10 2007 19 "Brazil" "São Paulo" "BR-SP" "Gália" -22.41355 -49.683607 "gms" 558 20.52 1275
"537" "amp1537" 1193 13 "co" NA "ae" 11 2005 10 2007 23 "Brazil" "São Paulo" "BR-SP" "Gália" -22.388292 -49.675375 "gms" 674 19.91 1289
"538" "amp1538" 1193 16 "co" NA "ae" 11 2005 10 2007 23 "Brazil" "São Paulo" "BR-SP" "Gália" -22.380373 -49.672342 "gms" 673 19.96 1295
"539" "amp1539" 1193 12 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.411455 -49.693652 "gms" 546 20.57 1270
"540" "amp1540" 1193 7 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.411024 -49.693947 "gms" 546 20.57 1270
"541" "amp1541" 1193 9 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.411891 -49.693881 "gms" 546 20.57 1270
"542" "amp1542" 1193 9 "co" NA "ae" 3 2006 10 2007 19 "Brazil" "São Paulo" "BR-SP" "Gália" -22.391311 -49.692354 "gms" 641 20.04 1290
"543" "amp1543" 1193 16 "co" NA "ae" 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Alvinlândia" -22.418266 -49.717712 "gms" 573 20.43 1274
"544" "amp1544" 1193 8 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.410786 -49.693609 "gms" 546 20.57 1270
"545" "amp1545" 1193 7 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.410734 -49.693843 "gms" 546 20.57 1270
"546" "amp1546" 1193 8 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.410861 -49.69389 "gms" 546 20.57 1270
"547" "amp1547" 1193 11 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.379222 -49.679676 "gms" 675 19.93 1296
"548" "amp1548" 1193 17 "co" NA "ae" 9 2005 10 2007 25 "Brazil" "São Paulo" "BR-SP" "Gália" -22.378825 -49.679689 "gms" 675 19.93 1296
"549" "amp1549" 1193 7 "co" NA "ae" 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Gália" -22.4027794 -49.675552 "gms" 599 20.32 1283
"550" "amp1550" 1193 15 "co" NA "ae" 10 2008 6 2009 8 "Brazil" "São Paulo" "BR-SP" "Alvinlândia" -22.3877778 -49.7258333 "gms" 659 19.98 1296
"551" "amp1551" 1194 17 "co" "pt" NA 11 2005 1 2007 14 "Brazil" "São Paulo" "BR-SP" "Piedade" -23.94777778 -47.39555556 "gms" 712 18 1745
"552" "amp1552" 1194 18 "co" "pt" NA 1 2002 12 2002 11 "Brazil" "São Paulo" "BR-SP" "Cotia" -23.715 -46.94555556 "gms" 926 16.95 1572
"553" "amp1553" 1194 15 "co" "pt" NA 11 2005 2 2007 15 "Brazil" "São Paulo" "BR-SP" "Ribeirão Grande" -24.23 -48.37722222 "gms" 854 17.51 1395
"554" "amp1554" 1194 20 "co" "pt" NA 11 2005 2 2007 15 "Brazil" "São Paulo" "BR-SP" "Piedade" -23.88888889 -47.45972222 "gms" 951 17.01 1746
"555" "amp1555" 1194 19 "co" "pt" NA 1 2002 12 2002 11 "Brazil" "São Paulo" "BR-SP" "Ibiuna" -23.71527778 -47.0725 "gms" 915 17.07 1539
"556" "amp1556" 1194 18 "co" "pt" NA 11 2005 2 2007 15 "Brazil" "São Paulo" "BR-SP" "Ribeirão Grande" -24.08722222 -48.34805556 "gms" 707 18.62 1280
"557" "amp1557" 1102 29 "co" NA NA 1 2015 3 2015 2 "Brazil" "São Paulo" "BR-SP" "Pedro de Toledo" -24.33333333 -47.25 NA 416 19.82 2022
"558" "amp1558" 1102 35 "co" NA NA 1 2015 3 2015 2 "Brazil" "São Paulo" "BR-SP" "Caraguatatuba" -23.59138889 -45.42833333 NA 169 21.3 2246
"559" "amp1559" 1195 25 "co" "pt" NA 9 2005 7 2006 10 "Brazil" "São Paulo" "BR-SP" "Santa Isabel" -23.29666667 -46.29055556 "gms" 695 18.69 1398
"560" "amp1560" 1196 14 "co" "pt" NA 1 2010 7 2013 42 "Brazil" "São Paulo" "BR-SP" "Sorocaba" -23.37555556 -47.47083333 "utm" 601 19.33 1228
"561" "amp1561" 1197 4 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.26111111 -46.92805556 "gms" 967 17.51 1361
"562" "amp1562" 1197 12 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.245 -46.93666667 "gms" 1140 16.68 1411
"563" "amp1563" 1197 12 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.23638889 -46.94583333 "gms" 1113 16.84 1394
"564" "amp1564" 1197 12 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.23805556 -46.94083333 "gms" 1105 16.92 1394
"565" "amp1565" 1197 9 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.24916667 -46.93972222 "gms" 1140 16.68 1411
"566" "amp1566" 1197 11 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.24972222 -46.94361111 "gms" 1129 16.7 1405
"567" "amp1567" 1197 4 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.23944444 -46.92638889 "gms" 1051 17.22 1370
"568" "amp1568" 1197 8 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.25777778 -46.93583333 "gms" 1089 16.88 1399
"569" "amp1569" 1197 8 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.23388889 -46.9325 "gms" 1051 17.22 1370
"570" "amp1570" 1197 5 "ab" NA NA 11 2014 3 2015 4 "Brazil" "São Paulo" "BR-SP" "Jundiaí" -23.24722222 -46.91166667 "gms" 908 17.97 1343
"571" "amp1571" 1198 17 "co" "pt,ft" "tp" 7 2005 6 2006 11 "Brazil" "São Paulo" "BR-SP" "Ubatuba" -23.53944444 -45.05777778 "gm" 219 21.04 2506
"572" "amp1572" 1199 14 "co" "pt" NA 2 2008 10 2009 20 "Brazil" "São Paulo" "BR-SP" "Ubatuba" -23.50138889 -45.07833333 NA 68 21.82 2474
"573" "amp1573" 1199 18 "co" "pt" "tp" 2 2008 10 2009 20 "Brazil" "São Paulo" "BR-SP" "Ubatuba" -23.53944444 -45.05777778 NA 219 21.04 2506
"574" "amp1574" 1200 48 "co" "pt" "ae,tp" 10 2005 1 2007 15 "Brazil" "São Paulo" "BR-SP" "Tapiraí" -23.92027778 -47.475 "gm" 897 17.24 1808
"575" "amp1575" 1201 21 "ab" NA NA 10 2009 8 2010 10 "Brazil" "São Paulo" "BR-SP" "Luiz Antônio" -21.6175 -47.76527778 "gm" 556 21.69 1375
"576" "amp1576" 1202 29 "co" NA NA 12 2008 12 2009 12 "Brazil" "São Paulo" "BR-SP" "Anhembi" -22.92083333 -48.20833333 "gms" 515 20.73 1233
"577" "amp1577" 1203 23 "ab" NA NA 5 2012 10 2013 17 "Brazil" "São Paulo" "BR-SP" "Salesópolis" -23.63333333 -45.86666667 "gm" 970 16.66 2016
"578" "amp1578" 1204 5 "ab" "pt,ar" NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.38083333 -49.25083333 NA 468 23.35 1267
"579" "amp1579" 1204 7 "ab" "ar" NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.37694444 -49.27305556 NA 449 23.44 1257
"580" "amp1580" 1204 6 "ab" "pt,ar" NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.36972222 -49.19444444 NA 455 23.53 1272
"581" "amp1581" 1204 9 "ab" "pt,ar" NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.36666667 -49.20194444 NA 464 23.5 1270
"582" "amp1582" 1204 2 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.37916667 -49.25 "gms" 492 23.22 1270
"583" "amp1583" 1204 5 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.3725 -49.27 "gms" 473 23.33 1267
"584" "amp1584" 1204 6 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.36888889 -49.19305556 "gms" 455 23.53 1272
"585" "amp1585" 1204 11 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.37916667 -49.25166667 "gms" 468 23.35 1267
"586" "amp1586" 1204 10 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.37861111 -49.25111111 "gms" 468 23.35 1267
"587" "amp1587" 1204 13 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.38138889 -49.25166667 "gms" 468 23.35 1267
"588" "amp1588" 1204 14 "ab" NA NA 9 2004 8 2005 11 "Brazil" "São Paulo" "BR-SP" "Icém" -20.375 -49.27555556 "gms" 447 23.46 1252
